"CUST_ID","EDUCATION","OCCUPATION","HOUSEHOLD_SIZE","YRS_RESIDENCE","AFFINITY_CARD","BULK_PACK_DISKETTES","FLAT_PANEL_MONITOR","HOME_THEATER_PACKAGE","BOOKKEEPING_APPLICATION","PRINTER_SUPPLIES","Y_BOX_GAMES","OS_DOC_SET_KANJI","COMMENTS"
103783,"HS-grad","Sales","9+",3,0,0,0,1,1,1,0,0,"Great program.  Love the discount. Signed happy customer."
103872,"10th","Crafts","9+",4,0,0,0,0,0,1,1,0,"Great program.  Love the discount. Signed happy customer."
102857,"Bach.","Prof.","9+",4,0,0,0,1,1,1,0,0,"Great program.  Love the discount. Signed happy customer."
103797,"< Bach.","Other","9+",4,0,1,1,1,1,1,0,0,"Great program.  Love the discount. Signed happy customer."
100711,"< Bach.","Cleric.","9+",4,0,1,0,1,1,1,0,0,"Great program.  Love the discount. Signed happy customer."
101857,"< Bach.","Protec.","9+",4,0,0,0,1,1,1,0,0,"Great program.  Love the discount. Signed happy customer."
104139,"Masters","Prof.","9+",4,0,1,0,1,1,1,0,0,"Great program.  Love the discount. Signed happy customer."
102701,"1st-4th","Prof.","9+",5,0,0,0,1,0,1,0,0,"Great program.  Love the discount. Signed happy customer."
104208,"< Bach.","Exec.","9+",5,0,1,1,1,1,1,0,0,"Great program.  Love the discount. Signed happy customer."
102035,"< Bach.","Sales","9+",5,0,1,1,1,1,1,0,0,"Great program.  Love the discount. Signed happy customer."
100587,"< Bach.","Cleric.","9+",5,0,1,1,1,1,1,0,0,"Great program.  Love the discount. Signed happy customer."
102299,"HS-grad","Exec.","9+",5,0,1,0,1,1,1,0,0,"Great program.  Love the discount. Signed happy customer."
100745,"HS-grad","Cleric.","9+",5,0,1,1,1,1,1,0,0,"Great program.  Love the discount. Signed happy customer."
100570,"HS-grad","Handler","9+",6,0,0,0,1,1,1,0,0,"Great program.  Love the discount. Signed happy customer."
103533,"HS-grad","Cleric.","9+",10,0,0,0,1,1,1,0,0,"Great program.  Love the discount. Signed happy customer."
103577,"HS-grad","Cleric.","4-5",2,0,1,1,0,1,1,0,0,"Great program.  Love the discount. Signed happy customer."
103357,"< Bach.","Cleric.","4-5",4,0,1,1,1,1,1,0,0,"Great program.  Love the discount. Signed happy customer."
100885,"HS-grad","?","6-8",1,0,1,1,0,1,1,1,0,"Great program.  Love the discount. Signed happy customer."
101750,"Assoc-V","Cleric.","6-8",2,0,1,1,0,1,1,1,0,"Great program.  Love the discount. Signed happy customer."
103687,"HS-grad","Cleric.","6-8",2,0,1,1,0,1,1,1,0,"Great program.  Love the discount. Signed happy customer."
100761,"Assoc-A","Other","6-8",3,0,1,1,0,1,1,0,0,"Great program.  Love the discount. Signed happy customer."
101919,"10th","Crafts","6-8",4,0,1,1,1,0,1,0,0,"Great program.  Love the discount. Signed happy customer."
101097,"Bach.","TechSup","6-8",6,0,1,0,1,1,1,0,0,"Great program.  Love the discount. Signed happy customer."
101597,"11th","Handler","1",1,0,1,1,0,0,1,1,0,"I love the discounts. But I mostly end upbuying  things I do not need."
103780,"12th","?","1",1,0,1,1,0,0,1,1,0,"I love the discounts. But I mostly end upbuying  things I do not need."
103233,"Bach.","Prof.","1",1,0,0,0,0,1,1,1,0,"I love the discounts. But I mostly end upbuying  things I do not need."
104403,"1st-4th","Other","1",1,0,0,0,0,0,1,1,0,"I love the discounts. But I mostly end upbuying  things I do not need."
100181,"< Bach.","Other","1",1,0,1,1,0,1,1,1,0,"I love the discounts. But I mostly end upbuying  things I do not need."
104191,"< Bach.","Sales","1",1,0,1,1,0,1,1,1,0,"I love the discounts. But I mostly end upbuying  things I do not need."
101631,"< Bach.","Cleric.","1",1,0,1,1,0,1,1,1,0,"I love the discounts. But I mostly end upbuying  things I do not need."
103976,"< Bach.","?","1",2,0,1,1,0,1,1,1,0,"I love the discounts. But I mostly end upbuying  things I do not need."
101095,"< Bach.","Sales","1",2,0,1,1,0,1,1,1,0,"I love the discounts. But I mostly end upbuying  things I do not need."
103841,"< Bach.","Machine","1",2,0,0,0,0,1,1,1,0,"I love the discounts. But I mostly end upbuying  things I do not need."
103956,"HS-grad","Other","1",2,0,1,1,0,1,1,1,0,"I love the discounts. But I mostly end upbuying  things I do not need."
100604,"HS-grad","Prof.","1",2,0,0,0,0,1,1,1,0,"I love the discounts. But I mostly end upbuying  things I do not need."
104004,"HS-grad","Cleric.","1",2,0,0,0,0,1,1,1,0,"I love the discounts. But I mostly end upbuying  things I do not need."
103293,"HS-grad","Farming","1",2,0,0,0,0,1,1,1,0,"I love the discounts. But I mostly end upbuying  things I do not need."
104109,"HS-grad","Handler","1",2,0,0,0,0,1,1,1,0,"I love the discounts. But I mostly end upbuying  things I do not need."
102315,"Bach.","Sales","1",3,0,1,1,0,1,1,1,0,"I love the discounts. But I mostly end upbuying  things I do not need."
103544,"HS-grad","Crafts","1",3,0,1,1,0,1,1,1,0,"I love the discounts. But I mostly end upbuying  things I do not need."
102870,"HS-grad","Handler","1",3,0,1,1,0,1,1,0,0,"I love the discounts. But I mostly end upbuying  things I do not need."
101032,"HS-grad","Crafts","1",4,0,1,1,1,1,1,0,0,"I love the discounts. But I mostly end upbuying  things I do not need."
101779,"HS-grad","Sales","1",5,0,1,1,0,1,1,0,0,"I love the discounts. But I mostly end upbuying  things I do not need."
103842,"Bach.","Other","2",2,0,1,1,0,1,1,1,0,"I love the discounts. But I mostly end upbuying  things I do not need."
100861,"Bach.","Cleric.","2",2,0,1,1,0,1,1,1,0,"I love the discounts. But I mostly end upbuying  things I do not need."
102308,"< Bach.","Prof.","2",2,0,1,1,0,1,1,1,0,"I love the discounts. But I mostly end upbuying  things I do not need."
102526,"< Bach.","Machine","2",2,0,0,0,0,1,1,1,0,"I love the discounts. But I mostly end upbuying  things I do not need."
102231,"< Bach.","Transp.","2",2,0,1,1,0,1,1,0,0,"I love the discounts. But I mostly end upbuying  things I do not need."
104012,"Bach.","Sales","2",3,0,1,1,0,1,1,1,0,"I love the discounts. But I mostly end upbuying  things I do not need."
100148,"7th-8th","Other","2",3,0,1,1,1,0,1,0,0,"I love the discounts. But I mostly end upbuying  things I do not need."
103465,"< Bach.","TechSup","2",3,0,0,0,0,1,1,1,0,"I love the discounts. But I mostly end upbuying  things I do not need."
101985,"Assoc-A","Farming","2",3,0,1,1,0,1,1,1,0,"I love the discounts. But I mostly end upbuying  things I do not need."
101920,"HS-grad","Crafts","2",3,0,1,1,0,1,1,0,0,"I love the discounts. But I mostly end upbuying  things I do not need."
100275,"Bach.","Cleric.","2",4,0,1,1,1,1,1,0,0,"I love the discounts. But I mostly end upbuying  things I do not need."
100515,"Profsc","Prof.","2",4,0,0,0,0,1,1,1,0,"I love the discounts. But I mostly end upbuying  things I do not need."
103959,"1st-4th","Exec.","2",4,0,1,1,1,0,1,0,0,"I love the discounts. But I mostly end upbuying  things I do not need."
104491,"< Bach.","Cleric.","2",4,0,1,1,1,1,1,0,0,"I love the discounts. But I mostly end upbuying  things I do not need."
103875,"HS-grad","Cleric.","2",4,0,1,1,0,1,1,0,0,"I love the discounts. But I mostly end upbuying  things I do not need."
104247,"10th","Machine","2",5,0,1,0,1,0,1,0,0,"I love the discounts. But I mostly end upbuying  things I do not need."
100087,"Bach.","Prof.","2",5,0,0,0,0,1,1,0,0,"I love the discounts. But I mostly end upbuying  things I do not need."
104222,"< Bach.","Exec.","2",5,0,1,1,1,1,1,0,0,"I love the discounts. But I mostly end upbuying  things I do not need."
102516,"< Bach.","Prof.","2",5,0,1,1,1,1,1,0,0,"I love the discounts. But I mostly end upbuying  things I do not need."
103119,"< Bach.","Sales","2",5,0,1,1,1,1,1,0,0,"I love the discounts. But I mostly end upbuying  things I do not need."
103345,"HS-grad","Transp.","2",5,0,1,1,1,1,1,0,0,"I love the discounts. But I mostly end upbuying  things I do not need."
103971,"10th","Protec.","2",6,0,0,0,1,0,1,0,0,"I love the discounts. But I mostly end upbuying  things I do not need."
102274,"11th","?","2",6,0,1,1,1,0,1,0,0,"I love the discounts. But I mostly end upbuying  things I do not need."
101895,"11th","Other","2",6,0,1,1,1,0,1,0,0,"I love the discounts. But I mostly end upbuying  things I do not need."
101994,"HS-grad","Exec.","2",6,0,0,0,1,1,1,0,0,"I love the discounts. But I mostly end upbuying  things I do not need."
103236,"HS-grad","Sales","2",6,0,1,1,1,1,1,0,0,"I love the discounts. But I mostly end upbuying  things I do not need."
100841,"HS-grad","Handler","2",6,0,0,0,1,1,1,0,0,"I love the discounts. But I mostly end upbuying  things I do not need."
100431,"< Bach.","Crafts","2",7,0,1,1,1,1,1,0,0,"I love the discounts. But I mostly end upbuying  things I do not need."
104108,"Assoc-V","?","2",7,0,1,1,1,1,1,0,0,"I love the discounts. But I mostly end upbuying  things I do not need."
100217,"HS-grad","Farming","2",8,0,0,0,1,1,1,0,0,"I love the discounts. But I mostly end upbuying  things I do not need."
100387,"7th-8th","Crafts","3",1,0,1,1,1,0,1,0,0,"I love the discounts. But I mostly end upbuying  things I do not need."
103606,"11th","Transp.","3",3,0,1,1,0,0,1,1,0,"I love the discounts. But I mostly end upbuying  things I do not need."
104171,"< Bach.","Crafts","3",3,0,1,1,0,1,1,1,0,"I love the discounts. But I mostly end upbuying  things I do not need."
101637,"Assoc-V","TechSup","3",3,0,0,0,0,1,1,0,0,"I love the discounts. But I mostly end upbuying  things I do not need."
101107,"HS-grad","Protec.","3",3,0,0,0,0,1,1,0,0,"I love the discounts. But I mostly end upbuying  things I do not need."
101348,"Bach.","Exec.","3",4,0,1,1,1,1,1,0,0,"I love the discounts. But I mostly end upbuying  things I do not need."
102983,"Bach.","Machine","3",4,0,0,0,0,1,1,0,0,"I love the discounts. But I mostly end upbuying  things I do not need."
102625,"< Bach.","Machine","3",4,0,1,1,1,1,1,0,0,"I love the discounts. But I mostly end upbuying  things I do not need."
102768,"HS-grad","Machine","3",4,0,1,1,1,1,1,0,0,"I love the discounts. But I mostly end upbuying  things I do not need."
100906,"Masters","Prof.","3",4,0,1,1,1,1,1,0,0,"I love the discounts. But I mostly end upbuying  things I do not need."
102482,"11th","Crafts","3",5,0,0,0,1,0,1,0,0,"I love the discounts. But I mostly end upbuying  things I do not need."
102059,"11th","Transp.","3",5,0,1,0,1,0,1,0,0,"I love the discounts. But I mostly end upbuying  things I do not need."
101166,"Bach.","Crafts","3",5,0,1,1,1,1,1,0,0,"I love the discounts. But I mostly end upbuying  things I do not need."
103955,"HS-grad","Exec.","3",5,0,0,0,1,1,1,0,0,"I love the discounts. But I mostly end upbuying  things I do not need."
102944,"HS-grad","Crafts","3",5,0,1,1,1,1,1,0,0,"I love the discounts. But I mostly end upbuying  things I do not need."
101011,"10th","Transp.","3",6,0,1,1,1,0,1,0,0,"I love the discounts. But I mostly end upbuying  things I do not need."
100283,"11th","Exec.","3",6,0,1,1,1,0,1,0,0,"I love the discounts. But I mostly end upbuying  things I do not need."
101638,"Bach.","Sales","3",6,0,0,0,1,1,1,0,0,"I love the discounts. But I mostly end upbuying  things I do not need."
104266,"Bach.","Sales","3",6,0,0,0,0,1,1,0,0,"I love the discounts. But I mostly end upbuying  things I do not need."
100058,"< Bach.","Farming","3",6,0,1,1,1,1,1,0,0,"I love the discounts. But I mostly end upbuying  things I do not need."
103468,"Assoc-A","Prof.","3",6,0,0,0,1,1,1,0,0,"I love the discounts. But I mostly end upbuying  things I do not need."
103392,"HS-grad","Machine","3",6,0,1,1,1,1,1,0,0,"I love the discounts. But I mostly end upbuying  things I do not need."
102756,"HS-grad","Farming","3",8,0,0,0,1,1,1,0,0,"I love the discounts. But I mostly end upbuying  things I do not need."
101243,"11th","?","9+",1,0,1,1,0,0,1,1,0,"I love the discounts. But I mostly end upbuying  things I do not need."
101244,"HS-grad","Farming","9+",2,0,1,1,0,1,1,1,0,"I love the discounts. But I mostly end upbuying  things I do not need."
103909,"HS-grad","Farming","9+",2,0,1,1,0,1,1,1,0,"I love the discounts. But I mostly end upbuying  things I do not need."
101710,"12th","Handler","9+",3,0,0,0,0,0,1,1,0,"I love the discounts. But I mostly end upbuying  things I do not need."
100619,"HS-grad","Sales","9+",3,0,0,0,0,1,1,0,0,"I love the discounts. But I mostly end upbuying  things I do not need."
102864,"11th","Other","9+",4,0,1,1,1,0,1,0,0,"I love the discounts. But I mostly end upbuying  things I do not need."
101623,"12th","House-s","9+",4,0,1,1,1,0,1,0,0,"I love the discounts. But I mostly end upbuying  things I do not need."
103368,"7th-8th","Crafts","9+",4,0,1,1,1,0,1,0,0,"I love the discounts. But I mostly end upbuying  things I do not need."
103325,"HS-grad","Transp.","9+",5,0,0,0,1,1,1,0,0,"I love the discounts. But I mostly end upbuying  things I do not need."
101265,"Masters","Protec.","9+",5,0,0,0,1,1,1,0,0,"I love the discounts. But I mostly end upbuying  things I do not need."
103576,"HS-grad","Handler","9+",6,0,0,0,1,1,1,0,0,"I love the discounts. But I mostly end upbuying  things I do not need."
100571,"HS-grad","Cleric.","4-5",2,0,1,1,0,1,1,0,0,"I love the discounts. But I mostly end upbuying  things I do not need."
103175,"Bach.","Cleric.","4-5",3,0,1,1,0,1,1,1,0,"I love the discounts. But I mostly end upbuying  things I do not need."
103192,"HS-grad","TechSup","4-5",3,0,0,0,0,1,1,0,0,"I love the discounts. But I mostly end upbuying  things I do not need."
100954,"Profsc","Sales","4-5",4,0,1,1,1,1,1,0,0,"I love the discounts. But I mostly end upbuying  things I do not need."
102411,"HS-grad","Sales","4-5",7,0,1,1,1,1,1,0,0,"I love the discounts. But I mostly end upbuying  things I do not need."
101099,"9th","Sales","6-8",1,0,1,1,0,0,1,1,0,"I love the discounts. But I mostly end upbuying  things I do not need."
101957,"HS-grad","Transp.","6-8",3,0,1,1,0,1,1,1,0,"I love the discounts. But I mostly end upbuying  things I do not need."
100722,"Assoc-V","Exec.","2",4,1,1,1,1,1,1,0,0,"If I forget my affinity card, can I still shop here and get the discount?"
103273,"HS-grad","Cleric.","2",4,1,1,1,1,1,1,0,0,"If I forget my affinity card, can I still shop here and get the discount?"
101522,"Masters","Prof.","2",4,1,1,1,1,1,1,0,0,"If I forget my affinity card, can I still shop here and get the discount?"
100323,"< Bach.","Prof.","2",5,1,1,0,1,1,1,0,0,"If I forget my affinity card, can I still shop here and get the discount?"
103290,"Masters","Prof.","2",5,1,0,0,1,1,1,0,0,"If I forget my affinity card, can I still shop here and get the discount?"
103085,"Assoc-V","Exec.","2",6,1,1,0,1,1,1,0,0,"If I forget my affinity card, can I still shop here and get the discount?"
104216,"Bach.","Exec.","3",3,1,0,0,0,1,1,1,0,"If I forget my affinity card, can I still shop here and get the discount?"
104474,"Bach.","Exec.","3",3,1,1,1,0,1,1,0,0,"If I forget my affinity card, can I still shop here and get the discount?"
102882,"HS-grad","Exec.","3",3,1,1,1,1,1,1,0,0,"If I forget my affinity card, can I still shop here and get the discount?"
102242,"Masters","Exec.","3",3,1,1,1,0,1,1,0,0,"If I forget my affinity card, can I still shop here and get the discount?"
101400,"9th","Machine","3",4,1,0,0,1,0,1,0,0,"If I forget my affinity card, can I still shop here and get the discount?"
102394,"Bach.","Exec.","3",4,1,1,1,1,1,1,0,0,"If I forget my affinity card, can I still shop here and get the discount?"
102868,"Bach.","Exec.","3",4,1,1,1,1,1,1,0,0,"If I forget my affinity card, can I still shop here and get the discount?"
100838,"Bach.","Exec.","3",4,1,0,0,0,1,1,0,0,"If I forget my affinity card, can I still shop here and get the discount?"
100709,"Bach.","Sales","3",4,1,1,1,1,1,1,0,0,"If I forget my affinity card, can I still shop here and get the discount?"
100853,"Bach.","Sales","3",4,1,1,1,1,1,1,0,0,"If I forget my affinity card, can I still shop here and get the discount?"
103308,"Bach.","Sales","3",4,1,0,0,0,1,1,0,0,"If I forget my affinity card, can I still shop here and get the discount?"
101239,"< Bach.","Crafts","3",4,1,1,0,0,1,1,1,0,"If I forget my affinity card, can I still shop here and get the discount?"
101012,"< Bach.","TechSup","3",4,1,1,1,1,1,1,0,0,"If I forget my affinity card, can I still shop here and get the discount?"
103317,"HS-grad","Exec.","3",4,1,1,1,1,1,1,0,0,"If I forget my affinity card, can I still shop here and get the discount?"
103935,"HS-grad","Machine","3",4,1,0,0,1,1,1,0,0,"If I forget my affinity card, can I still shop here and get the discount?"
100406,"Bach.","Exec.","3",5,1,1,1,1,1,1,0,0,"If I forget my affinity card, can I still shop here and get the discount?"
103799,"Bach.","Prof.","3",5,1,1,1,1,1,1,0,0,"If I forget my affinity card, can I still shop here and get the discount?"
102850,"Bach.","Sales","3",5,1,1,1,0,1,1,0,0,"If I forget my affinity card, can I still shop here and get the discount?"
103548,"< Bach.","Exec.","3",5,1,1,1,1,1,1,0,0,"If I forget my affinity card, can I still shop here and get the discount?"
103816,"HS-grad","Crafts","3",5,1,1,1,1,1,1,0,0,"If I forget my affinity card, can I still shop here and get the discount?"
100063,"HS-grad","TechSup","3",5,1,0,0,1,1,1,0,0,"If I forget my affinity card, can I still shop here and get the discount?"
103914,"10th","Crafts","3",6,1,1,1,1,0,1,0,0,"If I forget my affinity card, can I still shop here and get the discount?"
102501,"Bach.","Exec.","3",6,1,0,0,1,1,1,0,0,"If I forget my affinity card, can I still shop here and get the discount?"
103346,"Bach.","Prof.","3",6,1,1,1,1,1,1,0,0,"If I forget my affinity card, can I still shop here and get the discount?"
101735,"Assoc-A","Sales","3",6,1,0,0,1,1,1,0,0,"If I forget my affinity card, can I still shop here and get the discount?"
100950,"HS-grad","Sales","3",6,1,0,0,1,1,1,0,0,"If I forget my affinity card, can I still shop here and get the discount?"
100233,"HS-grad","Crafts","3",6,1,0,0,1,1,1,0,0,"If I forget my affinity card, can I still shop here and get the discount?"
102731,"Masters","Exec.","3",6,1,1,1,1,1,1,0,0,"If I forget my affinity card, can I still shop here and get the discount?"
101699,"Bach.","Sales","3",7,1,1,1,1,1,1,0,0,"If I forget my affinity card, can I still shop here and get the discount?"
101086,"Profsc","Prof.","3",7,1,0,0,1,1,1,0,0,"If I forget my affinity card, can I still shop here and get the discount?"
101679,"< Bach.","Crafts","3",7,1,0,0,1,1,1,0,0,"If I forget my affinity card, can I still shop here and get the discount?"
100266,"Assoc-A","Sales","3",7,1,1,1,1,1,1,0,0,"If I forget my affinity card, can I still shop here and get the discount?"
102641,"HS-grad","Exec.","3",7,1,1,1,1,1,1,0,0,"If I forget my affinity card, can I still shop here and get the discount?"
104345,"HS-grad","Transp.","3",7,1,1,0,1,1,1,0,0,"If I forget my affinity card, can I still shop here and get the discount?"
102230,"PhD","Prof.","3",8,1,1,1,1,1,1,0,0,"If I forget my affinity card, can I still shop here and get the discount?"
100372,"< Bach.","Exec.","3",10,1,1,1,1,1,1,0,0,"If I forget my affinity card, can I still shop here and get the discount?"
104298,"Masters","Sales","3",10,1,0,0,1,1,1,0,0,"If I forget my affinity card, can I still shop here and get the discount?"
103747,"Assoc-A","Prof.","9+",4,1,1,1,1,1,1,0,0,"If I forget my affinity card, can I still shop here and get the discount?"
100727,"< Bach.","?","4-5",1,1,1,1,0,1,1,0,0,"If I forget my affinity card, can I still shop here and get the discount?"
103537,"< Bach.","?","4-5",1,1,1,1,0,1,1,0,0,"If I forget my affinity card, can I still shop here and get the discount?"
102112,"Assoc-A","Cleric.","4-5",3,1,0,0,0,1,1,1,0,"If I forget my affinity card, can I still shop here and get the discount?"
102708,"Bach.","Cleric.","4-5",4,1,1,1,1,1,1,0,0,"If I forget my affinity card, can I still shop here and get the discount?"
102418,"HS-grad","Machine","4-5",4,1,0,0,0,1,1,0,0,"If I forget my affinity card, can I still shop here and get the discount?"
100816,"Masters","Exec.","4-5",4,1,1,1,1,1,1,0,0,"If I forget my affinity card, can I still shop here and get the discount?"
102468,"< Bach.","Prof.","4-5",5,1,1,0,1,1,1,0,0,"If I forget my affinity card, can I still shop here and get the discount?"
102165,"< Bach.","Cleric.","4-5",5,1,0,0,1,1,1,0,0,"If I forget my affinity card, can I still shop here and get the discount?"
100330,"Masters","?","4-5",5,1,0,0,1,1,1,0,0,"If I forget my affinity card, can I still shop here and get the discount?"
100540,"Masters","Prof.","2",5,1,0,0,1,1,1,0,0,"Thank you! But I am very unhappy with all the junk mail you keep sending."
100009,"Bach.","Prof.","3",3,1,0,0,0,1,1,1,0,"Thank you! But I am very unhappy with all the junk mail you keep sending."
103563,"< Bach.","Crafts","3",3,1,1,0,0,1,1,0,0,"Thank you! But I am very unhappy with all the junk mail you keep sending."
102919,"HS-grad","Crafts","3",3,1,0,0,0,1,1,1,0,"Thank you! But I am very unhappy with all the junk mail you keep sending."
104288,"HS-grad","TechSup","3",3,1,1,1,1,1,1,0,0,"Thank you! But I am very unhappy with all the junk mail you keep sending."
103353,"PhD","Prof.","3",4,1,1,1,1,1,1,0,0,"Thank you! But I am very unhappy with all the junk mail you keep sending."
103062,"Bach.","Prof.","3",4,1,0,0,1,1,1,0,0,"Thank you! But I am very unhappy with all the junk mail you keep sending."
103723,"< Bach.","Exec.","3",4,1,1,1,0,1,1,1,0,"Thank you! But I am very unhappy with all the junk mail you keep sending."
102324,"< Bach.","TechSup","3",4,1,1,1,1,1,1,0,0,"Thank you! But I am very unhappy with all the junk mail you keep sending."
100173,"Assoc-A","Prof.","3",4,1,1,0,1,1,1,0,0,"Thank you! But I am very unhappy with all the junk mail you keep sending."
102994,"HS-grad","Transp.","3",4,1,0,0,1,1,1,0,0,"Thank you! But I am very unhappy with all the junk mail you keep sending."
102796,"PhD","Exec.","3",5,1,1,1,1,1,1,0,0,"Thank you! But I am very unhappy with all the junk mail you keep sending."
102275,"Bach.","Exec.","3",5,1,1,1,1,1,1,0,0,"Thank you! But I am very unhappy with all the junk mail you keep sending."
103706,"Bach.","Exec.","3",5,1,0,0,1,1,1,0,0,"Thank you! But I am very unhappy with all the junk mail you keep sending."
102643,"Bach.","Prof.","3",5,1,1,1,1,1,1,0,0,"Thank you! But I am very unhappy with all the junk mail you keep sending."
100997,"< Bach.","Sales","3",5,1,1,1,1,1,1,0,0,"Thank you! But I am very unhappy with all the junk mail you keep sending."
103601,"< Bach.","Crafts","3",5,1,1,1,1,1,1,0,0,"Thank you! But I am very unhappy with all the junk mail you keep sending."
101373,"< Bach.","Farming","3",5,1,0,0,1,1,1,0,0,"Thank you! But I am very unhappy with all the junk mail you keep sending."
101826,"Assoc-A","Exec.","3",5,1,1,1,1,1,1,0,0,"Thank you! But I am very unhappy with all the junk mail you keep sending."
100629,"Assoc-V","Crafts","3",5,1,0,0,1,1,1,0,0,"Thank you! But I am very unhappy with all the junk mail you keep sending."
101214,"HS-grad","Other","3",5,1,1,1,1,1,1,0,0,"Thank you! But I am very unhappy with all the junk mail you keep sending."
103898,"Bach.","Exec.","3",6,1,0,0,1,1,1,0,0,"Thank you! But I am very unhappy with all the junk mail you keep sending."
100528,"< Bach.","TechSup","3",6,1,1,1,1,1,1,0,0,"Thank you! But I am very unhappy with all the junk mail you keep sending."
104090,"Masters","Prof.","3",6,1,0,0,1,1,1,0,0,"Thank you! But I am very unhappy with all the junk mail you keep sending."
103277,"HS-grad","Farming","3",7,1,1,1,1,1,1,0,0,"Thank you! But I am very unhappy with all the junk mail you keep sending."
102720,"HS-grad","Protec.","3",12,1,1,1,1,1,1,0,0,"Thank you! But I am very unhappy with all the junk mail you keep sending."
101219,"< Bach.","Exec.","4-5",1,1,0,0,1,1,1,0,0,"Thank you! But I am very unhappy with all the junk mail you keep sending."
100769,"Bach.","Exec.","4-5",3,1,0,0,0,1,1,0,0,"Thank you! But I am very unhappy with all the junk mail you keep sending."
100035,"Bach.","Prof.","4-5",4,1,1,0,0,1,1,0,0,"Thank you! But I am very unhappy with all the junk mail you keep sending."
101116,"< Bach.","Cleric.","4-5",4,1,1,1,1,1,1,0,0,"Thank you! But I am very unhappy with all the junk mail you keep sending."
104081,"HS-grad","Crafts","4-5",4,1,1,1,1,1,1,0,0,"Thank you! But I am very unhappy with all the junk mail you keep sending."
101694,"12th","Cleric.","4-5",5,1,1,1,1,0,1,0,0,"Thank you! But I am very unhappy with all the junk mail you keep sending."
100335,"10th","Cleric.","1",1,0,1,1,0,0,1,1,0,"Don't send me any more promotions.  I get too much lousy junk mail already"
101905,"< Bach.","Other","1",1,0,1,1,0,1,1,1,0,"Don't send me any more promotions.  I get too much lousy junk mail already"
101588,"< Bach.","Prof.","1",1,0,1,1,0,1,1,1,0,"Don't send me any more promotions.  I get too much lousy junk mail already"
101896,"< Bach.","Cleric.","1",1,0,1,1,0,1,1,1,0,"Don't send me any more promotions.  I get too much lousy junk mail already"
102807,"HS-grad","?","1",1,0,1,0,0,1,1,1,0,"Don't send me any more promotions.  I get too much lousy junk mail already"
101424,"Bach.","Cleric.","1",2,0,0,0,0,1,1,1,0,"Don't send me any more promotions.  I get too much lousy junk mail already"
101628,"< Bach.","?","1",2,0,1,0,0,1,1,1,0,"Don't send me any more promotions.  I get too much lousy junk mail already"
100284,"< Bach.","?","1",2,0,1,1,0,1,1,1,0,"Don't send me any more promotions.  I get too much lousy junk mail already"
101060,"< Bach.","Sales","1",2,0,1,1,0,1,1,1,0,"Don't send me any more promotions.  I get too much lousy junk mail already"
103507,"< Bach.","Cleric.","1",2,0,0,0,0,1,1,1,0,"Don't send me any more promotions.  I get too much lousy junk mail already"
104205,"< Bach.","Handler","1",2,0,1,1,0,1,1,1,0,"Don't send me any more promotions.  I get too much lousy junk mail already"
103295,"HS-grad","Other","1",2,0,1,1,0,1,1,1,0,"Don't send me any more promotions.  I get too much lousy junk mail already"
100728,"HS-grad","Sales","1",2,0,1,1,0,1,1,1,0,"Don't send me any more promotions.  I get too much lousy junk mail already"
102054,"HS-grad","Cleric.","1",2,0,0,0,0,1,1,1,0,"Don't send me any more promotions.  I get too much lousy junk mail already"
101281,"HS-grad","Handler","1",2,0,1,1,0,1,1,1,0,"Don't send me any more promotions.  I get too much lousy junk mail already"
101394,"9th","Other","1",3,0,1,1,0,0,1,0,0,"Don't send me any more promotions.  I get too much lousy junk mail already"
101220,"11th","Machine","1",3,0,1,1,0,0,1,1,0,"Don't send me any more promotions.  I get too much lousy junk mail already"
103809,"Bach.","Sales","1",3,0,1,1,0,1,1,1,0,"Don't send me any more promotions.  I get too much lousy junk mail already"
102337,"Bach.","TechSup","1",3,0,1,1,0,1,1,1,0,"Don't send me any more promotions.  I get too much lousy junk mail already"
104330,"Bach.","TechSup","1",3,0,0,0,0,1,1,1,0,"Don't send me any more promotions.  I get too much lousy junk mail already"
102328,"< Bach.","Exec.","2",2,0,1,1,0,1,1,0,0,"Don't send me any more promotions.  I get too much lousy junk mail already"
102043,"< Bach.","Other","2",2,0,0,0,1,1,1,0,0,"Don't send me any more promotions.  I get too much lousy junk mail already"
101212,"< Bach.","Cleric.","2",2,0,1,1,0,1,1,1,0,"Don't send me any more promotions.  I get too much lousy junk mail already"
104184,"HS-grad","?","2",2,0,0,0,0,1,1,1,0,"Don't send me any more promotions.  I get too much lousy junk mail already"
102822,"HS-grad","Crafts","2",2,0,1,1,0,1,1,1,0,"Don't send me any more promotions.  I get too much lousy junk mail already"
101936,"Bach.","Exec.","2",3,0,1,1,0,1,1,1,0,"Don't send me any more promotions.  I get too much lousy junk mail already"
100248,"Bach.","Sales","2",3,0,1,1,0,1,1,1,0,"Don't send me any more promotions.  I get too much lousy junk mail already"
102292,"< Bach.","Crafts","2",3,0,1,1,0,1,1,0,0,"Don't send me any more promotions.  I get too much lousy junk mail already"
103938,"< Bach.","Cleric.","2",3,0,1,1,0,1,1,1,0,"Don't send me any more promotions.  I get too much lousy junk mail already"
102800,"< Bach.","Machine","2",3,0,1,1,0,1,1,0,0,"Don't send me any more promotions.  I get too much lousy junk mail already"
102988,"HS-grad","Other","2",3,0,1,1,0,1,1,0,0,"Don't send me any more promotions.  I get too much lousy junk mail already"
